transaction_id,user_id,timestamp,payment_method,amount,status,city,merchant_category,device_type
T001153,U0466,5/18/2024 3:13,UPI,2023.06,Success,Pune,Grocery,Android
T001154,U0496,1/8/2024 11:17,UPI,465.44,Success,Bangalore,Education,Android
T001155,U0424,3/25/2024 22:24,UPI,75.24,Failed,Hyderabad,Shopping,iOS
T001156,U0459,9/8/2024 9:13,UPI,356.07,Success,Delhi,Utilities,Android
T001157,U0409,1/26/2024 18:47,NetBanking,366.08,Success,Delhi,Shopping,Android
T001158,U0127,7/31/2024 22:12,NetBanking,117.28,Success,Kolkata,Food,Web
T001159,U0467,5/4/2024 16:03,Card,251.66,Success,Mumbai,Entertainment,iOS
T001160,U0137,11/15/2024 17:57,NetBanking,184.95,Success,Chennai,Utilities,iOS
T001161,U0261,9/18/2024 20:45,Card,2589.23,Success,Hyderabad,Fuel,iOS
T001162,U0211,6/20/2024 18:32,UPI,630.87,Success,Delhi,Fuel,Web
T001163,U0107,8/30/2024 8:47,UPI,227.86,Success,Hyderabad,Education,iOS
T001164,U0479,3/29/2024 19:48,NetBanking,257.15,Success,Pune,Education,Android
T001165,U0063,6/20/2024 10:38,UPI,2496.93,Success,Ahmedabad,Entertainment,Android
T001166,U0166,7/23/2024 14:33,NetBanking,105.05,Success,Hyderabad,Food,iOS
T001167,U0160,5/17/2024 23:34,Card,292.71,Success,Pune,Entertainment,Android
T001168,U0424,5/28/2024 2:25,UPI,163.22,Success,Kolkata,Grocery,Android
T001169,U0053,11/25/2024 0:13,UPI,24251.86,Success,Mumbai,Entertainment,Android
T001170,U0339,1/21/2024 3:12,Card,77.53,Success,Hyderabad,Education,Android
T001171,U0373,11/18/2024 17:16,Card,2221.57,Success,Pune,Fuel,Android
T001172,U0472,8/30/2024 8:10,Wallet,76.87,Success,Kolkata,Utilities,Web
T001173,U0483,5/4/2024 22:40,UPI,60.85,Success,Chennai,Entertainment,Web
T001174,U0140,12/14/2024 13:29,UPI,231.47,Success,Hyderabad,Fuel,Android
T001175,U0435,5/5/2024 21:56,NetBanking,339.6,Success,Mumbai,Transport,iOS
T001176,U0426,12/14/2024 3:10,NetBanking,251.14,Success,Kolkata,Healthcare,Web
T001177,U0113,3/7/2024 3:12,Card,1673.21,Success,Kolkata,Utilities,Android
T001178,U0276,9/12/2024 23:30,UPI,424.42,Success,Hyderabad,Entertainment,iOS
T001179,U0176,3/6/2024 18:54,UPI,392.81,Success,Hyderabad,Fuel,Android
T001180,U0442,9/20/2024 8:48,Card,2851,Failed,Pune,Utilities,Android
T001181,U0403,7/24/2024 4:42,NetBanking,312.72,Success,Pune,Healthcare,iOS
T001182,U0122,10/28/2024 7:08,Card,78.29,Success,Hyderabad,Shopping,Android
T001183,U0175,8/17/2024 16:45,UPI,22836.37,Success,Delhi,Transport,Android
T001184,U0383,9/18/2024 17:47,UPI,2152.83,Success,Delhi,Food,Android
T001185,U0149,10/2/2024 18:47,UPI,19826.65,Success,Ahmedabad,Education,Android
T001186,U0173,10/27/2024 3:02,NetBanking,248.06,Success,Delhi,Fuel,Android
T001187,U0357,10/8/2024 15:31,UPI,351.93,Success,Ahmedabad,Fuel,iOS
T001188,U0205,8/30/2024 4:55,UPI,2630.54,Success,Hyderabad,Food,Web
T001189,U0327,4/20/2024 7:25,QR,219.58,Success,Chennai,Fuel,Android
T001190,U0439,2/14/2024 8:38,Card,353.39,Failed,Kolkata,Education,Android
T001191,U0247,6/5/2024 20:38,UPI,160.08,Success,Pune,Entertainment,iOS
T001192,U0189,8/22/2024 15:48,UPI,326.81,Success,Hyderabad,Shopping,Android
T001193,U0373,7/25/2024 0:26,NetBanking,187.97,Success,Mumbai,Entertainment,Android
T001194,U0356,3/20/2024 23:06,Card,23790.13,Success,Pune,Shopping,iOS
T001195,U0008,2/22/2024 21:06,UPI,2595.74,Success,Kolkata,Shopping,Android
T001196,U0104,3/7/2024 22:12,NetBanking,547.74,Success,Delhi,Fuel,iOS
T001197,U0206,7/27/2024 12:01,Card,359.98,Success,Mumbai,Transport,Android
T001198,U0018,2/10/2024 11:38,UPI,126.45,Success,Chennai,Fuel,Android
T001199,U0009,9/27/2024 5:42,Wallet,2910.84,Success,Bangalore,Education,Android
T001200,U0415,12/15/2024 13:25,Card,396.13,Success,Kolkata,Fuel,iOS
T001201,U0161,6/8/2024 17:35,QR,2832.41,Success,Mumbai,Entertainment,Android
T001202,U0046,1/9/2024 2:27,UPI,1563.58,Success,Delhi,Shopping,Android
T001203,U0317,9/22/2024 2:13,Wallet,491.38,Success,Hyderabad,Healthcare,Android
T001204,U0215,10/16/2024 6:49,Card,251.88,Success,Chennai,Healthcare,Android
T001205,U0143,8/2/2024 13:01,Wallet,2613.34,Success,Pune,Transport,iOS
T001206,U0193,4/2/2024 3:57,UPI,311.23,Success,Hyderabad,Food,Web
T001207,U0308,12/28/2024 8:06,Card,95.1,Success,Bangalore,Entertainment,iOS
T001208,U0237,6/21/2024 6:23,QR,10310.14,Success,Ahmedabad,Healthcare,Android
T001209,U0034,11/26/2024 13:44,UPI,424.24,Success,Hyderabad,Grocery,Android
T001210,U0032,7/23/2024 6:25,UPI,493.68,Success,Mumbai,Food,Android
T001211,U0284,12/1/2024 21:03,Wallet,580.3,Success,Ahmedabad,Healthcare,iOS
T001212,U0116,8/13/2024 21:46,UPI,11957.11,Success,Bangalore,Healthcare,Android
T001213,U0465,4/2/2024 5:11,UPI,1855.51,Success,Delhi,Entertainment,Android
T001214,U0309,4/8/2024 2:57,UPI,404.13,Success,Chennai,Grocery,Android
T001215,U0320,3/24/2024 13:11,UPI,1352.29,Failed,Pune,Healthcare,Android
T001216,U0489,5/18/2024 9:06,UPI,2637.05,Success,Bangalore,Fuel,Android
T001217,U0164,6/3/2024 22:20,Card,358.63,Success,Chennai,Grocery,iOS
T001218,U0232,5/1/2024 9:58,Card,4840.98,Success,Mumbai,Fuel,iOS
T001219,U0260,8/21/2024 22:15,Wallet,2581.9,Success,Kolkata,Food,Android
T001220,U0409,3/10/2024 13:10,UPI,1915.78,Success,Bangalore,Education,Android
T001221,U0037,3/18/2024 7:45,UPI,192.6,Success,Kolkata,Healthcare,Android
T001222,U0299,10/4/2024 22:27,UPI,134.67,Success,Chennai,Transport,Android
T001223,U0252,1/12/2024 22:36,NetBanking,476.57,Success,Mumbai,Education,Android
T001224,U0069,12/1/2024 2:42,Wallet,200.8,Success,Hyderabad,Healthcare,Android
T001225,U0369,12/15/2024 6:27,NetBanking,826.84,Success,Ahmedabad,Transport,Android
T001226,U0379,2/17/2024 4:42,Card,336.14,Failed,Delhi,Healthcare,iOS
T001227,U0426,6/17/2024 10:13,Card,147.86,Success,Ahmedabad,Education,Android
T001228,U0191,5/13/2024 20:37,Card,,Success,Bangalore,Grocery,Android
T001229,U0464,8/23/2024 13:49,UPI,2641.11,Success,Mumbai,Food,Android
T001230,U0392,2/10/2024 7:42,Wallet,448.96,Failed,Chennai,Grocery,iOS
T001231,U0330,11/7/2024 11:17,Wallet,16391.13,Success,Mumbai,Shopping,iOS
T001232,U0316,12/3/2024 17:01,Wallet,461.21,Failed,Bangalore,Entertainment,Web
T001233,U0131,10/2/2024 8:04,UPI,386.67,Failed,Pune,Education,Android
T001234,U0259,5/21/2024 18:11,UPI,449.14,Success,Delhi,Utilities,Android
T001235,U0172,5/14/2024 9:53,UPI,933.05,Success,Bangalore,Utilities,Android
T001236,U0029,6/14/2024 11:33,UPI,13298.47,Success,Mumbai,Education,Android
T001237,U0098,12/19/2024 16:21,NetBanking,218.86,Pending,Pune,Grocery,Android
T001238,U0185,6/3/2024 5:23,UPI,362.93,Success,Hyderabad,Fuel,Android
T001239,U0180,12/10/2024 15:00,QR,419.96,Success,Kolkata,Entertainment,Android
T001240,U0213,11/17/2024 23:55,NetBanking,21334.61,Success,Kolkata,Fuel,Android
T001241,U0422,1/28/2024 23:31,QR,2731.36,Success,Chennai,Entertainment,Android
T001242,U0288,4/28/2024 1:44,Card,471.14,Success,Mumbai,Utilities,Android
T001243,U0279,4/30/2024 13:34,Card,1618.77,Success,Delhi,Food,Android
T001244,U0336,2/18/2024 17:14,QR,58.22,Success,Hyderabad,Healthcare,iOS
T001245,U0318,1/29/2024 3:25,Wallet,2166.35,Success,Bangalore,Utilities,iOS
T001246,U0145,11/1/2024 4:15,QR,261.61,Success,Mumbai,Entertainment,iOS
T001247,U0220,7/30/2024 9:43,UPI,453.13,Success,Ahmedabad,Entertainment,iOS
T001248,U0070,8/14/2024 2:10,UPI,245.33,Success,Chennai,Shopping,iOS
T001249,U0432,8/29/2024 20:58,UPI,2773.79,Success,Kolkata,Transport,Web
T001250,U0487,5/3/2024 5:48,UPI,410.54,Success,Mumbai,Education,Android
T001251,U0321,6/13/2024 18:10,UPI,17754.59,Success,Ahmedabad,Fuel,Web
T001252,U0355,2/26/2024 17:40,UPI,2723.26,Pending,Kolkata,Grocery,Android
T001253,U0168,4/1/2024 10:16,UPI,2776.53,Success,Hyderabad,Food,iOS
T001254,U0152,1/22/2024 3:24,UPI,332.94,Success,Hyderabad,Transport,Android
T001255,U0279,12/18/2024 6:27,UPI,846.11,Failed,Bangalore,Entertainment,Android
T001256,U0009,3/26/2024 14:40,QR,248.88,Failed,Delhi,Utilities,Android
T001257,U0273,11/15/2024 13:31,UPI,453.07,Success,Mumbai,Shopping,iOS
T001258,U0172,6/26/2024 12:19,Card,400.98,Success,Bangalore,Shopping,iOS
T001259,U0229,10/2/2024 10:34,Wallet,101.66,Success,Pune,Healthcare,Android
T001260,U0025,9/1/2024 21:44,QR,441.9,Success,Ahmedabad,Grocery,iOS
T001261,U0209,6/2/2024 6:20,UPI,224.62,Success,Kolkata,Healthcare,Android
T001262,U0091,9/17/2024 5:23,UPI,216.53,Success,Ahmedabad,Shopping,Android
T001263,U0304,11/22/2024 15:10,UPI,429.96,Success,Hyderabad,Grocery,Android
T001264,U0325,6/18/2024 9:15,UPI,454.15,Success,Ahmedabad,Food,Android
T001265,U0049,3/2/2024 11:22,Card,217.79,Success,Chennai,Shopping,iOS
T001266,U0085,3/20/2024 16:09,Card,96.48,Success,Kolkata,Healthcare,iOS
T001267,U0457,3/4/2024 20:01,UPI,358.16,Success,Kolkata,Transport,Web
T001268,U0320,5/11/2024 2:52,Wallet,2730.85,Success,Mumbai,Fuel,Android
T001269,U0489,12/7/2024 19:52,NetBanking,788.23,Success,Mumbai,Grocery,iOS
T001270,U0001,12/19/2024 2:05,UPI,2788.98,Success,Ahmedabad,Shopping,Web
T001271,U0203,4/25/2024 15:04,UPI,304.33,Success,Pune,Transport,iOS
T001272,U0015,10/16/2024 15:07,NetBanking,157.22,Success,Mumbai,Shopping,Android
T001273,U0427,1/9/2024 16:28,UPI,378.8,Success,Kolkata,Transport,Android
T001274,U0359,2/5/2024 4:25,Card,279.44,Success,Pune,Healthcare,Web
T001275,U0453,9/15/2024 14:07,Wallet,10290.67,Success,Pune,Education,Android
T001276,U0338,10/13/2024 14:56,UPI,481.02,Success,Mumbai,Transport,Android
T001277,U0040,2/25/2024 22:37,Wallet,73.27,Success,Delhi,Food,Android
T001278,U0458,5/6/2024 23:41,Wallet,842.65,Success,Delhi,Shopping,Android
T001279,U0202,3/16/2024 6:09,Card,1154.94,Success,Delhi,Grocery,iOS
T001280,U0129,1/6/2024 17:57,UPI,2306.91,Success,Chennai,Grocery,Android
T001281,U0120,5/25/2024 15:41,Card,392,Success,Delhi,Education,Android
T001282,U0099,7/4/2024 12:21,Wallet,143.11,Success,Mumbai,Transport,iOS
T001283,U0038,7/13/2024 22:49,UPI,412.04,Success,Bangalore,Grocery,iOS
T001284,U0405,9/7/2024 5:01,UPI,2446.85,Success,Ahmedabad,Shopping,Web
T001285,U0111,3/16/2024 9:20,Card,1798.57,Success,Mumbai,Healthcare,Android
T001286,U0391,1/19/2024 0:23,UPI,325.42,Success,Pune,Healthcare,Android
T001287,U0359,8/7/2024 14:03,UPI,426.88,Success,Kolkata,Education,iOS
T001288,U0383,8/10/2024 22:13,Card,21108.1,Success,Kolkata,Food,iOS
T001289,U0425,7/22/2024 15:47,NetBanking,633.33,Success,Ahmedabad,Shopping,Android
T001290,U0128,4/19/2024 16:58,Card,406.63,Success,Kolkata,Education,iOS
T001291,U0386,6/14/2024 9:34,UPI,24815.15,Success,Chennai,Grocery,Android
T001292,U0474,1/1/2024 14:21,Wallet,126.04,Success,Chennai,Transport,Android
T001293,U0296,6/19/2024 0:50,NetBanking,153.31,Success,Delhi,Entertainment,iOS
T001294,U0294,11/1/2024 18:04,UPI,21823.26,Pending,Bangalore,Transport,Android
T001295,U0423,11/8/2024 22:00,UPI,342.76,Success,Chennai,Healthcare,Android
T001296,U0366,6/28/2024 2:05,Wallet,491.78,Success,Bangalore,Food,Android
T001297,U0402,4/21/2024 2:45,Wallet,694.18,Success,Delhi,Healthcare,Android
T001298,U0161,5/31/2024 17:28,Wallet,225.12,Success,Pune,Education,Android
T001299,U0192,11/4/2024 5:02,Card,2719.75,Success,Ahmedabad,Fuel,Web
T001300,U0015,11/28/2024 17:00,UPI,479.46,Success,Kolkata,Healthcare,Web
T001301,U0354,10/23/2024 23:34,Wallet,2299.16,Failed,Pune,Shopping,Android
T001302,U0389,10/4/2024 23:48,UPI,2734.97,Success,Pune,Transport,Android
T001303,U0072,2/20/2024 6:54,UPI,365.28,Success,Kolkata,Grocery,Android
T001304,U0353,11/27/2024 3:12,Card,7400.36,Success,Ahmedabad,Shopping,iOS
T001305,U0449,10/8/2024 17:51,NetBanking,342.64,Success,Mumbai,Education,Web
T001306,U0147,5/13/2024 4:55,Wallet,1483.94,Failed,Ahmedabad,Transport,iOS
T001307,U0331,3/10/2024 4:45,UPI,1743.45,Success,Chennai,Transport,Web
T001308,U0261,10/24/2024 10:57,QR,2838.49,Success,Pune,Food,Android
T001309,U0495,1/23/2024 3:38,Card,166.89,Success,Chennai,Entertainment,Web
T001310,U0328,4/9/2024 16:28,Card,348.56,Failed,Kolkata,Transport,Android
T001311,U0383,5/18/2024 11:05,UPI,8913.54,Success,Bangalore,Fuel,Android
T001312,U0069,10/14/2024 13:52,QR,,Pending,Mumbai,Food,Android
T001313,U0299,3/20/2024 0:06,Wallet,215,Success,Hyderabad,Healthcare,iOS
T001314,U0165,3/27/2024 1:55,Wallet,2964.93,Success,Mumbai,Utilities,Android
T001315,U0240,2/11/2024 10:57,UPI,1111.13,Success,Kolkata,Food,Android
T001316,U0297,10/29/2024 14:42,Wallet,1549.37,Success,Pune,Healthcare,Android
T001317,U0178,6/30/2024 12:43,Wallet,22165.04,Success,Delhi,Shopping,iOS
T001318,U0415,8/4/2024 10:37,Card,1371.75,Success,Kolkata,Utilities,Android
T001319,U0061,6/11/2024 14:13,NetBanking,295.72,Success,Ahmedabad,Grocery,Android
T001320,U0402,2/19/2024 17:24,UPI,1925.87,Success,Hyderabad,Shopping,Android
T001321,U0312,7/15/2024 20:15,Card,2791.57,Success,Pune,Education,Android
T001322,U0325,11/17/2024 12:23,Card,151.18,Failed,Mumbai,Transport,Android
T001323,U0421,3/12/2024 12:24,UPI,2457.39,Success,Kolkata,Entertainment,iOS
T001324,U0317,11/7/2024 19:28,UPI,21226.99,Failed,Hyderabad,Education,Android
T001325,U0453,8/28/2024 7:15,UPI,231.66,Success,Hyderabad,Entertainment,Android
T001326,U0183,3/11/2024 2:45,UPI,1141.85,Failed,Chennai,Transport,Android
T001327,U0247,4/11/2024 22:44,UPI,2979.29,Success,Hyderabad,Utilities,iOS
T001328,U0027,1/4/2024 22:06,Card,2181.78,Success,Pune,Healthcare,Android
T001329,U0143,10/18/2024 11:27,UPI,415.13,Failed,Chennai,Transport,Android
T001330,U0053,7/22/2024 13:05,Card,390.47,Failed,Ahmedabad,Transport,Android
T001331,U0269,10/20/2024 6:37,UPI,225.89,Success,Kolkata,Healthcare,Android
T001332,U0375,8/25/2024 18:03,Wallet,1676.9,Success,Ahmedabad,Fuel,Android
T001333,U0097,10/30/2024 21:39,NetBanking,171.5,Failed,Mumbai,Food,Android
T001334,U0246,10/30/2024 8:28,UPI,21912.17,Success,Delhi,Entertainment,Android
T001335,U0246,2/15/2024 21:56,UPI,308.8,Failed,Hyderabad,Entertainment,Android
T001336,U0236,2/9/2024 11:33,UPI,414.8,Success,Mumbai,Entertainment,iOS
T001337,U0317,9/13/2024 15:30,UPI,18254.69,Success,Ahmedabad,Utilities,Android
T001338,U0437,4/5/2024 18:38,NetBanking,430.22,Success,Mumbai,Fuel,iOS
T001339,U0167,8/28/2024 11:29,UPI,469.3,Success,Ahmedabad,Food,Android
T001340,U0162,1/27/2024 3:31,Wallet,438.49,Success,Ahmedabad,Shopping,Android
T001341,U0366,4/22/2024 7:54,UPI,1131.12,Success,Delhi,Healthcare,iOS
T001342,U0271,9/21/2024 20:35,Card,494.29,Success,Kolkata,Entertainment,Android
T001343,U0220,7/25/2024 10:16,Card,614.26,Success,Delhi,Grocery,Android
T001344,U0219,7/10/2024 15:37,Wallet,192.44,Success,Pune,Food,iOS
T001345,U0285,3/19/2024 12:49,Wallet,426.78,Success,Chennai,Utilities,Android
T001346,U0117,12/2/2024 7:35,UPI,197.27,Success,Kolkata,Grocery,Web
T001347,U0322,12/20/2024 2:30,Wallet,477.89,Success,Pune,Food,Android
T001348,U0145,11/3/2024 1:03,UPI,387.51,Success,Kolkata,Food,Android
T001349,U0119,1/13/2024 17:35,Card,217.99,Success,Hyderabad,Entertainment,Android
T001350,U0221,7/9/2024 20:51,Wallet,295.57,Success,Mumbai,Education,Android
T001351,U0003,11/26/2024 23:11,Card,996.01,Success,Kolkata,Shopping,Android
T001352,U0246,11/26/2024 22:54,Wallet,1473.88,Success,Delhi,Fuel,iOS
T001353,U0290,7/1/2024 0:51,QR,1728.1,Success,Hyderabad,Education,Android
T001354,U0314,7/19/2024 15:01,UPI,384.9,Success,Hyderabad,Healthcare,Android
T001355,U0283,5/24/2024 19:13,Card,14159.27,Success,Kolkata,Shopping,Web
T001356,U0052,9/10/2024 2:02,UPI,1033.74,Success,Kolkata,Healthcare,Android
T001357,U0070,11/29/2024 8:11,UPI,128.09,Success,Delhi,Fuel,iOS
T001358,U0155,8/28/2024 18:06,UPI,2729.67,Success,Ahmedabad,Food,Web
T001359,U0391,3/3/2024 12:23,UPI,271.36,Success,Delhi,Healthcare,Android
T001360,U0271,4/29/2024 2:26,Wallet,147.87,Success,Delhi,Transport,iOS
T001361,U0136,7/26/2024 8:43,Card,422.87,Success,Chennai,Shopping,Android
T001362,U0076,10/18/2024 0:32,UPI,411.69,Success,Mumbai,Utilities,Android
T001363,U0088,1/11/2024 8:58,Card,282.94,Success,Mumbai,Entertainment,Android
T001364,U0380,8/16/2024 16:46,NetBanking,1178.71,Success,Bangalore,Education,Android
T001365,U0312,3/28/2024 9:33,Card,24288.24,Success,Mumbai,Utilities,iOS
T001366,U0483,5/24/2024 13:59,UPI,75.18,Success,Pune,Shopping,Web
T001367,U0023,7/11/2024 4:33,UPI,283.75,Success,Ahmedabad,Education,Android
T001368,U0178,6/25/2024 20:45,Card,301.12,Success,Bangalore,Utilities,iOS
T001369,U0377,4/8/2024 19:57,Card,1819.77,Success,Delhi,Entertainment,Android
T001370,U0480,11/17/2024 13:41,UPI,104.25,Success,Pune,Utilities,Android
T001371,U0181,7/27/2024 9:33,UPI,341.38,Success,Pune,Education,Android
T001372,U0257,7/29/2024 3:26,NetBanking,195.44,Success,Chennai,Entertainment,Android
T001373,U0286,12/18/2024 17:51,UPI,10567.13,Success,Bangalore,Grocery,Android
T001374,U0079,10/24/2024 7:37,UPI,283.28,Failed,Mumbai,Fuel,iOS
T001375,U0260,9/28/2024 17:38,UPI,488.44,Success,Mumbai,Healthcare,Web
T001376,U0331,1/22/2024 11:15,UPI,304.49,Success,Hyderabad,Utilities,Android
T001377,U0275,12/18/2024 0:12,Wallet,22071.22,Success,Pune,Entertainment,Android
T001378,U0086,5/23/2024 12:03,UPI,133.7,Success,Pune,Education,Android
T001379,U0351,5/8/2024 6:40,Card,249.86,Success,Bangalore,Utilities,Web
T001380,U0392,8/14/2024 15:12,UPI,129.68,Success,Mumbai,Transport,Web
T001381,U0438,6/8/2024 9:30,UPI,223.23,Success,Mumbai,Entertainment,iOS
T001382,U0233,4/22/2024 20:36,UPI,89.42,Success,Ahmedabad,Utilities,iOS
T001383,U0442,9/14/2024 5:08,UPI,490.61,Success,Kolkata,Fuel,iOS
T001384,U0254,11/21/2024 14:22,UPI,211.21,Success,Kolkata,Entertainment,Android
T001385,U0444,9/11/2024 1:26,NetBanking,123.85,Pending,Bangalore,Grocery,Android
T001386,U0438,1/30/2024 17:13,Card,22998.9,Success,Hyderabad,Food,Android
T001387,U0349,2/7/2024 23:30,UPI,311.81,Success,Ahmedabad,Education,Android
T001388,U0319,11/2/2024 19:21,UPI,298.32,Success,Mumbai,Transport,iOS
T001389,U0151,7/18/2024 6:05,Card,17383.59,Success,Pune,Education,Android
T001390,U0384,3/13/2024 15:06,UPI,176.82,Failed,Pune,Grocery,Web
T001391,U0377,9/5/2024 12:30,Card,168.27,Success,Mumbai,Healthcare,Android
T001392,U0234,12/3/2024 3:07,UPI,113.12,Failed,Mumbai,Food,Android
T001393,U0365,10/13/2024 6:51,UPI,302.73,Success,Delhi,Transport,iOS
T001394,U0157,8/20/2024 21:16,Card,183.79,Success,Chennai,Transport,Android
T001395,U0381,1/5/2024 21:54,Card,2887.27,Success,Chennai,Healthcare,Android
T001396,U0172,3/2/2024 0:55,Wallet,498.2,Success,Kolkata,Food,Android
T001397,U0191,8/17/2024 23:00,Wallet,17302.21,Success,Bangalore,Utilities,
T001398,U0304,8/17/2024 22:34,UPI,,Success,Ahmedabad,Shopping,Web
T001399,U0138,6/30/2024 4:47,NetBanking,155.33,Success,Kolkata,Entertainment,Android
T001400,U0354,9/8/2024 9:51,Card,2831.24,Success,Mumbai,Food,Android
T001401,U0467,4/17/2024 7:09,UPI,376.59,Success,Chennai,Healthcare,Android
T001402,U0500,6/1/2024 18:35,UPI,182.07,Success,Pune,Grocery,Android
T001403,U0372,6/5/2024 18:25,Card,15786.08,Success,Delhi,Grocery,Android
T001404,U0457,8/27/2024 22:14,Wallet,192.68,Success,Hyderabad,Healthcare,iOS
T001405,U0461,1/26/2024 6:02,Wallet,300.88,Success,Delhi,Food,Android
T001406,U0242,8/30/2024 6:15,Card,78.09,Success,Ahmedabad,Shopping,Android
T001407,U0153,5/4/2024 19:00,Card,155.58,Failed,Hyderabad,Entertainment,Android
T001408,U0124,11/17/2024 5:28,Card,152.47,Success,Chennai,Grocery,Android
T001409,U0042,6/2/2024 15:45,Card,206.39,Failed,Delhi,Grocery,iOS
T001410,U0456,5/29/2024 11:51,Card,22657.66,Success,Ahmedabad,Utilities,Android
T001411,U0197,10/1/2024 13:45,Card,188.79,Success,Delhi,Grocery,Android
T001412,U0464,8/21/2024 0:50,Wallet,167.38,Failed,Chennai,Entertainment,Android
T001413,U0274,9/27/2024 21:08,Wallet,265.41,Success,Ahmedabad,Transport,Android
T001414,U0230,5/9/2024 14:49,Card,1117.86,Success,Ahmedabad,Utilities,iOS
T001415,U0194,1/31/2024 17:03,Wallet,87.71,Success,Bangalore,Food,Android
T001416,U0308,3/24/2024 11:44,UPI,128.21,Success,Chennai,Fuel,Android
T001417,U0401,8/11/2024 22:18,UPI,1199.15,Success,Chennai,Utilities,iOS
T001418,U0337,9/2/2024 21:22,UPI,104.7,Success,Pune,Shopping,Android
T001419,U0245,6/10/2024 1:40,QR,2833.68,Success,Bangalore,Grocery,iOS
T001420,U0141,4/18/2024 14:42,Card,197.87,Success,Hyderabad,Shopping,Android
T001421,U0353,9/16/2024 5:52,UPI,1589.02,Success,Delhi,Utilities,iOS
T001422,U0032,2/11/2024 0:21,NetBanking,2578.59,Success,Bangalore,Education,Android
T001423,U0333,11/25/2024 1:39,UPI,294.59,Success,Delhi,Shopping,Android
T001424,U0239,5/22/2024 15:22,UPI,143.77,Success,Ahmedabad,Utilities,Android
T001425,U0280,6/27/2024 1:13,UPI,1572.42,Success,Ahmedabad,Fuel,Android
T001426,U0078,3/16/2024 6:48,Card,289.04,Pending,Kolkata,Shopping,iOS
T001427,U0297,1/7/2024 0:33,NetBanking,20927.07,Success,Delhi,Grocery,Android
T001428,U0361,1/8/2024 16:16,UPI,2167.09,Success,Kolkata,Healthcare,Android
T001429,U0019,12/5/2024 15:03,Card,13273.81,Success,Mumbai,Entertainment,Android
T001430,U0051,9/16/2024 20:34,UPI,301.22,Success,Bangalore,Fuel,Android
T001431,U0141,1/23/2024 12:18,UPI,186.24,Success,Kolkata,Shopping,iOS
T001432,U0306,10/7/2024 18:03,UPI,2722.86,Success,Hyderabad,Education,Web
T001433,U0046,1/1/2024 11:30,UPI,366.87,Success,Hyderabad,Fuel,Android
T001434,U0376,11/9/2024 12:36,UPI,320.48,Success,Mumbai,Education,Android
T001435,U0148,4/25/2024 5:41,NetBanking,63.4,Success,Delhi,Transport,Android
T001436,U0252,4/8/2024 8:59,Card,109.95,Success,Chennai,Entertainment,Web
T001437,U0169,6/17/2024 15:51,UPI,1555.01,Success,Chennai,Entertainment,Android
T001438,U0331,8/9/2024 2:09,UPI,472.65,Success,Chennai,Fuel,Android
T001439,U0143,4/22/2024 12:17,UPI,1557.54,Success,Delhi,Grocery,Android
T001440,U0476,4/20/2024 20:11,Card,241.11,Success,Delhi,Entertainment,Android
T001441,U0327,1/20/2024 12:22,UPI,68.2,Success,Delhi,Healthcare,Android
T001442,U0432,8/1/2024 21:37,Card,1624.22,Success,Hyderabad,Healthcare,Android
T001443,U0235,11/11/2024 0:18,Wallet,2107.01,Success,Bangalore,Shopping,Android
T001444,U0365,9/27/2024 4:31,Wallet,212.67,Pending,Delhi,Education,Android
T001445,U0109,1/14/2024 13:44,UPI,1136.05,Success,Hyderabad,Education,Android
T001446,U0259,7/27/2024 3:21,UPI,301.33,Pending,Mumbai,Grocery,Web
T001447,U0384,9/23/2024 21:03,Card,15610.91,Success,Kolkata,Transport,iOS
T001448,U0057,6/8/2024 17:23,UPI,4884.61,Success,Chennai,Shopping,Android
T001449,U0335,10/18/2024 23:11,NetBanking,383.75,Success,Kolkata,Education,Web
T001450,U0431,12/26/2024 9:25,UPI,403.4,Success,Ahmedabad,Entertainment,Android
T001451,U0466,2/2/2024 6:04,UPI,23838.99,Success,Kolkata,Shopping,iOS
T001452,U0126,11/8/2024 15:26,UPI,2891.32,Success,Hyderabad,Healthcare,Web
T001453,U0047,3/28/2024 4:30,UPI,702.17,Success,Ahmedabad,Education,Android
T001454,U0180,7/26/2024 4:12,Card,145.81,Success,Chennai,Grocery,Android
T001455,U0434,10/29/2024 5:23,Card,259.08,Success,Chennai,Utilities,iOS
T001456,U0006,3/15/2024 7:45,UPI,976.79,Success,Mumbai,Fuel,iOS
T001457,U0283,9/24/2024 10:35,NetBanking,18337.08,Success,Mumbai,Transport,Android
T001458,U0050,5/24/2024 19:27,UPI,711.9,Success,Mumbai,Utilities,Android
T001459,U0322,1/14/2024 7:15,NetBanking,1953.46,Success,Delhi,Shopping,Android
T001460,U0310,9/24/2024 12:33,UPI,107.24,Success,Mumbai,Transport,Web
T001461,U0066,1/1/2024 6:30,UPI,190.39,Success,Mumbai,Entertainment,Android
T001462,U0029,9/28/2024 22:11,UPI,158.69,Success,Kolkata,Entertainment,Android
T001463,U0161,3/6/2024 21:42,Card,2061.4,Pending,Delhi,Transport,iOS
T001464,U0316,5/31/2024 16:26,Wallet,1565.7,Success,Hyderabad,Fuel,Android
T001465,U0327,3/25/2024 3:01,Wallet,93.31,Pending,Delhi,Grocery,Android
T001466,U0475,3/30/2024 4:56,UPI,2712.01,Success,Hyderabad,Healthcare,Android
